1,0,783.15,551.06,98.52,290.27,1,-1,-1,-1
1,1,688.38,530.55,99.86,305.21,1,-1,-1,-1
1,2,1119.42,572.60,68.00,249.35,1,-1,-1,-1
1,3,1070.42,610.14,118.91,214.44,1,-1,-1,-1
1,4,925.20,561.07,71.36,267.88,1,-1,-1,-1
1,5,812.58,646.98,139.82,211.38,1,-1,-1,-1
1,6,962.62,635.87,108.48,220.27,1,-1,-1,-1
1,7,646.92,557.79,130.01,273.41,1,-1,-1,-1
1,8,1011.91,635.37,106.19,203.15,1,-1,-1,-1
1,9,1022.90,568.87,73.99,244.97,1,-1,-1,-1
2,0,769.22,550.42,107.26,291.66,1,-1,-1,-1
2,1,684.04,529.63,93.41,308.83,1,-1,-1,-1
2,2,1119.20,573.11,69.24,248.54,1,-1,-1,-1
2,3,1070.56,610.26,117.26,214.62,1,-1,-1,-1
2,4,927.83,560.92,67.27,268.66,1,-1,-1,-1
2,5,817.00,646.37,155.35,211.81,1,-1,-1,-1
2,6,963.13,635.85,108.22,220.49,1,-1,-1,-1
2,7,644.85,559.12,125.09,269.96,1,-1,-1,-1
2,8,989.35,636.22,126.36,205.86,1,-1,-1,-1
2,9,1023.19,568.23,59.09,245.75,1,-1,-1,-1
3,0,761.51,549.57,105.41,292.57,1,-1,-1,-1
3,1,679.45,533.30,96.51,307.22,1,-1,-1,-1
3,2,1120.64,573.12,67.53,248.05,1,-1,-1,-1
3,3,1071.14,609.87,119.31,215.47,1,-1,-1,-1
3,4,921.54,561.37,79.06,267.06,1,-1,-1,-1
3,5,822.92,646.90,163.37,211.02,1,-1,-1,-1
3,6,964.55,635.72,110.47,220.54,1,-1,-1,-1
3,7,643.56,575.71,121.91,254.73,1,-1,-1,-1
3,8,981.45,636.23,134.19,206.89,1,-1,-1,-1
3,9,1025.09,568.07,53.27,245.96,1,-1,-1,-1
4,0,755.26,549.68,109.82,292.59,1,-1,-1,-1
4,1,669.78,538.72,102.05,300.90,1,-1,-1,-1
4,2,1121.22,573.11,67.08,247.98,1,-1,-1,-1
4,3,1070.95,609.76,117.26,215.75,1,-1,-1,-1
4,4,919.25,561.68,82.67,262.57,1,-1,-1,-1
4,5,817.62,646.81,156.36,210.99,1,-1,-1,-1
4,6,965.18,635.81,107.76,220.74,1,-1,-1,-1
4,7,644.24,566.67,124.24,262.23,1,-1,-1,-1
4,8,976.80,635.80,139.15,207.63,1,-1,-1,-1
4,9,1024.96,568.14,48.39,245.85,1,-1,-1,-1
5,0,751.73,550.24,114.04,291.74,1,-1,-1,-1
5,1,668.80,544.36,102.90,295.52,1,-1,-1,-1
5,2,1121.36,573.36,66.59,247.62,1,-1,-1,-1
5,3,1073.35,610.28,112.40,214.91,1,-1,-1,-1
5,4,917.03,562.40,81.41,253.34,1,-1,-1,-1
5,5,821.28,646.74,135.80,210.96,1,-1,-1,-1
5,6,965.25,635.53,106.09,220.71,1,-1,-1,-1
5,7,643.14,577.91,126.65,255.48,1,-1,-1,-1
5,8,972.27,635.76,143.20,208.96,1,-1,-1,-1
5,9,1026.57,567.90,47.55,247.07,1,-1,-1,-1
